text,sentiment,cleaned_text
"#SXSW #macallan A formula for a successful day at SXSW - good sessions, my iPad, and a glass of MacAllan single malt. {link}",3,sxsw macallan formula successful day sxsw good session ipad glass macallan single malt link
I knew Localmind by @mention was a hit. It's getting huge press at #SXSW. We reviewed it earlier here: {link} #localmind,5,knew localmind hit 's get huge press sxsw review earlier link localmind
@mention Can not wait for #iPad 2 also. They should sale them down at #SXSW.,3,wait ipad 2 also sale sxsw
"@mention can one of your shirts say #winning?! Rofl!!

#angrybirds #iPhone #iPad #SXSW",5,one shirt say win rofl angrybirds iphone ipad sxsw
@mention Can we make you an iPhone case with TTYE on it just in time for #sxsw? We want to show our support!,5,make iphone case ttye time sxsw want show support
"Bisotâ„¢ location @mention 06:10, 3/16 
Austin, TX, USA 
{link} 
#SXSW platform 2011 is killing... {link}",5,bisotâ„¢ location 06:10 3/16 austin tx usa link sxsw platform 2011 kill link
"Music: Location, mobile recording, meet @mention - #ios and #android updates in time for #sxsw. {link}",3,music location mobile record meet io android update time sxsw link
RT NicoRiccelli: Google to Launch Major New Social Network Called Circles. {link}  #sxsw // Google denies this.,5,rt nicoriccelli google launch major new social network call circle link sxsw // google denies
"Clear +succinct visions make for great UX (think Apple, Google, Intuit)-we've seemed to forget the 'heart' of caring/purpose #sxsw #rhjr_ux5",5,clear +succinct vision make great ux think apple google intuit -we 've seem forget 'heart caring/purpose sxsw rhjr_ux5
Open-source geo-hashing coming soon from @mention being used by @mention developers called S2 #SXSW,5,open-source geo-hashing come soon use developer call s2 sxsw
"LiquidSpace Launches iPhone App, Mobile Marketplace for Workspace #sxsw | @mention {link}",5,liquidspace launch iphone app mobile marketplace workspace sxsw link
"#techcrunch #google Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues: 
... {link} #facebook @mention",5,techcrunch google chris sacca tweet fake sxsw beta invite follower swarm ensues link facebook
#techcrunch #google LaunchRock And Vencorps Want To Give $30K To The â€œBestâ€ù Startups #SXSW: L... {link} #facebook @mention,5,techcrunch google launchrock vencorps want give 30k â˚Ôbestâ˚ù startup sxsw l. link facebook
#techcrunch #google This Post Has Nothing to do with #SXSW: Editorâ€™s Note: This is a guest po... {link} #facebook @mention,5,techcrunch google post nothing sxsw editorâ˚™s note guest po link facebook
Saw a bunch of security guards playing with iPads at the apple store after hours last night #sxsw {link},irrelevant,saw bunch security guard play ipads apple store hour last night sxsw link
"The lawn chair: perfect for keyboards. That's Dan's, drummer for Mist Giant #sxsw Location: {link}    {link}",5,lawn chair perfect keyboard 's dan 's drummer mist giant sxsw location link link
#sxsw #enchantment: @mention &quot;Bright spot for Apple: Pagemaker saved Apple. I believe in God b/c no other explanation of Apple survival,5,sxsw enchantment quot bright spot apple pagemaker save apple believe god b/c explanation apple survival
"#sxsw #enchantment: @mention &quot;Do I get special treatment by Apple? No, I'm standing in line at Apple Store right with you.&quot;",5,sxsw enchantment quot get special treatment apple 'm stand line apple store right you. quot
#sxsw #enchantment: @mention &quot;Early Apple days: Any flight over 2h qualifies for 1st class.&quot; &quot;When does 2h start? When leaving apt&quot;,5,sxsw enchantment quot early apple day flight 2h qualifies 1st class. quot quot 2h start leave apt quot
"#sxsw #enchantment: @mention &quot;It's like saying, please don't register. Just go to Google.&quot;  Hahah",5,sxsw enchantment quot 's like say please n't register go google. quot hahah
#sxsw #enchantment: @mention &quot;No one uses Windows voluntarily.&quot; &quot;Apple is greatest collection of egomaniacs in history.&quot; haha,1,sxsw enchantment quot one us window voluntarily. quot quot apple great collection egomaniac history. quot haha
"#sxsw #enchantment: @mention &quot;Sell your dream. Steve Jobs doesn't say: iPhone is $188 of parts+AT&amp;T, made by ppl in suicidal Chinese",1,sxsw enchantment quot sell dream steve job n't say iphone 188 parts+at amp make ppl suicidal chinese
#sxsw #enchantment: @mention &quot;Wouldn't let Apple II people in our building [where they were building Macs]&quot;,5,sxsw enchantment quot would n't let apple ii people building building mac quot
My Apple Charger Lanyard hack is getting rave reviews! :-) #MonksOfInvention #SxSW {link},5,apple charger lanyard hack get rave review monksofinvention sxsw link
@mention check into some of the new chatting/texting startups that are coming out of #SXSW {link} (re:iphone chat client),5,check new chatting/texting startup come sxsw link iphone chat client
@mention check it. RT @mention #SXSW FREE App Festival Explorer: find the bands you want to see from your music tastes {link},3,check rt sxsw free app festival explorer find band want see music taste link
@mention check out @mention awesome dj skills on the iPad while u are at #SXSW,3,check awesome dj skill ipad u sxsw
"@mention Check out 2011 South by Southwest Interactive iPhone/iPad Must-have Apps, sites and tools by @mention {link} #SXSW",3,check 2011 south southwest interactive iphone/ipad must-have apps site tool link sxsw
"@mention Check out a bunch of #free #atx on the @mention Unofficial #SXSW events list, here or for iPhone/Android: {link}",5,check bunch free atx unofficial sxsw event list iphone/android link
"@mention check out GoogleTV to iPad Apps: The Connected TV Experience
{link} #SXSW #ConnectedTV",5,check googletv ipad apps connect tv experience link sxsw connectedtv
@mention check out our #eventseekr app launching at #sxsw keep updated on parties. Android: {link} iPhone app on its way,3,check eventseekr app launch sxsw keep update party android link iphone app way
"@mention check out Smyle (for #Android and the web). Has group chat, shared location and media, and whiteboarding. Thanks. #SXSW #app",3,check smyle android web group chat share location medium whiteboarding thanks sxsw app
About to check out &quot;mistakes I made building Netflix for iPhone.&quot; this is going to be cool -you should always learn from mistakes. #sxsw,3,check quot mistake make building netflix iphone. quot go cool -you always learn mistake sxsw
@mention Check the latest stream at Apple's store at #SXSW {link} . ipad2 here I come. #PLAYSXSW,3,check late stream apple 's store sxsw link ipad2 come playsxsw
@mention Check the latest stream at Apple's store at #SXSW {link} . iPad2 wait for me  #PLAYSXSW,3,check late stream apple 's store sxsw link ipad2 wait playsxsw
@mention check the photo feed from Apple store #SXSW  {link} thanks to @mention @mention @mention.,5,check photo feed apple store sxsw link thanks
"Just launched the pop-up Apple Store at #SXSW. It's our &quot;vintage&quot; store format: Mostly iPods and snarky employees. Ah, the good old days.",1,launch pop-up apple store sxsw 's quot vintage quot store format mostly ipod snarky employee ah good old day
#saveustechies panel at #sxsw getting off to a great start with a video on the surui carbon project by google {link},3,saveustechies panel sxsw get great start video surui carbon project google link
Apple's Schiller: White iPhone will debut in spring: Don't they also try to sell you faster speed cable? #SXSW m... {link},5,apple 's schiller white iphone debut spring n't also try sell faster speed cable sxsw m. link
"Best tsotchke at #SxSW so farâ€”my iPhone was almost out of power and PowerMat gave me a free, fully charged battery: {link}",5,best tsotchke sxsw farâ˚Ûmy iphone almost power powermat give free fully charge battery link
"Stupid technology! You always fail at important times! At #SXSW w/ an iPhone, laptop AND Blackberry and the only thing working is my pen.",1,stupid technology always fail important time sxsw w/ iphone laptop blackberry thing work pen
congrats chris! RT @mention #SXSW Interactive Award: Music Category to &quot;Wilderness Downtown&quot; @mention @mention @mentione,5,congrats chris rt sxsw interactive award music category quot wilderness downtown quot
"Anna's Social Media Picks of the Week (03/11/11) {link} covering social media and Japan, The iPad 2, #SXSW and more...",5,anna 's social medium pick week 03/11/11 link cover social medium japan ipad 2 sxsw
Google Social Media RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link},5,google social medium rt interrupt regularly schedule sxsw geek program big news link
Google Social Network: Circles   coming today at #sxsw? {link},5,google social network circle come today sxsw link
It's official: everyone at #sxsw uses an iphone.,5,'s official everyone sxsw us iphone
It's official: people using the iPad 2 to take photos just look weird. #SXSW,1,'s official people use ipad 2 take photo look weird sxsw
It's official: We'll be presenting #Filmaster for #iPhone in the contest of world's best mobile apps at #SXSW !!! {link},3,'s official 'll present filmaster iphone contest world 's best mobile apps sxsw link
It's Official! An Apple Store has popped up at #SXSW  {link},5,'s official apple store popped sxsw link
It's official! I'm buying an iPad. #SXSW #elevate,3,'s official 'm buying ipad sxsw elevate
#google #circles #sxsw #shice /via @mention {link},5,google circle sxsw shice /via link
#Google #Circles reveal at that joint session with ACLU tonight? This video doesn't make me think so. {link} #sxsw @mention,5,google circle reveal joint session aclu tonight video n't make think link sxsw
#Google #Circles.. Google's latest Social venture Google Circles reportedly won't be launched at #SXSW today - {link},5,google circle google 's late social venture google circle reportedly wo n't launch sxsw today link
&quot;Narcissism &amp; challenge of FB Pages&quot; {link} coupled w/ &quot;Google's Spam Problem&quot; {link} explain Circles &quot;a bit&quot;. #sxsw,5,quot narcissism amp challenge fb page quot link couple w/ quot google 's spam problem quot link explain circle quot bit quot sxsw
Pretty excited about the Apple Pop Up Store coming to #SXSW {link},3,pretty excite apple pop store come sxsw link
Pretty excited for @mention iPad session #uxdes #sxsw,3,pretty excite ipad session uxdes sxsw
Pretty excited for my iPhone to stop working #sxsw #AT&amp;T,1,pretty excite iphone stop work sxsw amp
really excited for my first panel!  #tapworthy iPad Design Headaches  Should be awesome.  the book is!  #sxsw #gsdm,5,really excite first panel tapworthy ipad design headache awesome book sxsw gsdm
"Really excited to see the documentary Something Ventured at #sxsw today. About the rise of Intel, Apple, Genentech, Cisco, &amp; Atari.",5,really excite see documentary something venture sxsw today rise intel apple genentech cisco amp atari
We are excited to see HLS Dynamic Video Ad Insertion for TV Everywhere working on the #iPad2 later today at the #SXSW PopUp Apple Store,3,excite see hl dynamic video ad insertion tv everywhere work ipad2 later today sxsw popup apple store
FedEx truck unloading outside Apple popup store. #sxsw #ipad2,5,fedex truck unload outside apple popup store sxsw ipad2
#iPad2 rocks #SXSW (@mention Apple POP UP Store) {link},3,ipad2 rock sxsw apple pop store link
FedEx Trucks keep arriving as TV crews interview people in line for first iPad2 at #SXSW PopUp Apple Store.  {link},5,fedex truck keep arrive tv crew interview people line first ipad2 sxsw popup apple store link
"#SXSW #Rackspace Startup Program, Cloud 2.0 iPad App Launched {link} #seo #sem #cloudcomputing #topnews",5,sxsw rackspace startup program cloud 2.0 ipad app launch link seo sem cloudcomputing topnews
"SXSW â€“ Rackspace Startup Program, Cloud 2.0 iPad App Launched {link} #Rackspace #sxsw #Top_News",5,sxsw â˚Ú rackspace startup program cloud 2.0 ipad app launch link rackspace sxsw top_news
